"Shortage reports","DISCLAIMER: The information found within this file is presented in the language in which it was written and submitted."
"Report ID","Drug Identification Number","Report Type","Brand name","Company Name","Common or Proper name",Ingredients,Strength(s),"Packaging size","Route of administration","Shortage status","Dosage form(s)","Anatomical Therapeutical Chemical (ATC) Code","Anatomical Therapeutical Chemical (ATC) description","Anticipated start date","Actual start date","Estimated end date","Actual end date",Reason,"Date Created","Date Updated","Tier 3"
217399,02100606,Shortage,"MULTI 12 INJECTION","SANDOZ CANADA INCORPORATED","MULTI 12 INJECTION","VITAMIN B12; FOLIC ACID; BIOTIN; VITAMIN E; DEXPANTHENOL; PYRIDOXINE HYDROCHLORIDE; NICOTINAMIDE; VITAMIN B2; VITAMIN B1; VITAMIN D; VITAMIN A; ASCORBIC ACID","1MCG; 80MCG; 12MCG; 2UNIT; 3MG; 0.8MG; 8MG; 0.72MG; 0.6MG; 40UNIT; 660UNIT; 20MG",25ML,"INTRAVENOUS; INTRAVENOUS",Resolved,LIQUID,B05XC,"I.V. SOLUTION ADDITIVES",2024-05-15,,,2024-05-21,"Requirements related to complying with good manufacturing practices.",2024-01-26,2024-05-22,No
148846,02242529,Shortage,"MULTI-12/K1 PEDIATRIC","SANDOZ CANADA INCORPORATED","MULTI-12/K1 PEDIATRIC","VITAMIN D; VITAMIN A; ASCORBIC ACID; VITAMIN B12; FOLIC ACID; BIOTIN; VITAMIN K1; VITAMIN E; DEXPANTHENOL; NICOTINAMIDE; PYRIDOXINE HYDROCHLORIDE; VITAMIN B2; VITAMIN B1","400UNIT; 2300UNIT; 80MG; 1MCG; 140MCG; 20MCG; 0.2MG; 7UNIT; 5MG; 17MG; 1MG; 1.4MG; 1.2MG","4mL + 1mL vial set","INTRAVENOUS; INTRAVENOUS",Resolved,LIQUID,B05XC,"I.V. SOLUTION ADDITIVES",,2021-11-04,2022-01-04,2022-01-06,"Disruption of the manufacture of the drug.",2021-11-04,2022-01-21,No
172557,02242529,Shortage,"MULTI-12/K1 PEDIATRIC","SANDOZ CANADA INCORPORATED","MULTI-12/K1 PED","VITAMIN D; VITAMIN A; ASCORBIC ACID; VITAMIN B12; FOLIC ACID; BIOTIN; VITAMIN K1; VITAMIN E; DEXPANTHENOL; NICOTINAMIDE; PYRIDOXINE HYDROCHLORIDE; VITAMIN B2; VITAMIN B1","400UNIT; 2300UNIT; 80MG; 1MCG; 140MCG; 20MCG; 0.2MG; 7UNIT; 5MG; 17MG; 1MG; 1.4MG; 1.2MG","SINGLE DOSE 10LIVI","INTRAVENOUS; INTRAVENOUS",Resolved,LIQUID,B05XC,"I.V. SOLUTION ADDITIVES",,2022-11-28,2023-05-26,2023-05-19,"Disruption of the manufacture of the drug.",2022-10-25,2023-05-30,No
215358,02242529,Shortage,"MULTI-12/K1 PEDIATRIC","SANDOZ CANADA INCORPORATED","MULTI-12/K1 PED","VITAMIN B12; FOLIC ACID; BIOTIN; VITAMIN K1; VITAMIN E; DEXPANTHENOL; NICOTINAMIDE; PYRIDOXINE HYDROCHLORIDE; VITAMIN B2; VITAMIN B1; VITAMIN D; VITAMIN A; ASCORBIC ACID","1MCG; 140MCG; 20MCG; 0.2MG; 7UNIT; 5MG; 17MG; 1MG; 1.4MG; 1.2MG; 400UNIT; 2300UNIT; 80MG","SINGLE DOSE 10LIVI","INTRAVENOUS; INTRAVENOUS",Resolved,LIQUID,B05XC,"I.V. SOLUTION ADDITIVES",,2024-01-08,2024-01-26,2024-02-05,"Disruption of the manufacture of the drug.",2024-01-08,2024-02-06,No
246225,02248302,Shortage,MULTIHANCE,"BRACCO IMAGING CANADA","Gadobenate Dimeglumine injection","GADOBENATE DIMEGLUMINE",529MG,"5ml, 10ml,15ml, 20ml, 50ml","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,V08CA,"MAGNETIC RESONANCE IMAGING CONTRAST MEDIA",,2024-12-17,2025-02-14,2025-02-14,"Disruption of the manufacture of the drug.",2024-12-20,2025-03-17,No
254035,02248302,Shortage,MULTIHANCE,"BRACCO IMAGING CANADA","Gadobenate Dimeglumine injection","GADOBENATE DIMEGLUMINE",529MG,"Box of 5 vials of 10ml","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,V08CA,"MAGNETIC RESONANCE IMAGING CONTRAST MEDIA",2025-06-30,2025-07-15,2025-08-15,2025-08-08,"Other (Please describe in comments)",2025-04-03,2025-08-09,No
254038,02248302,Shortage,MULTIHANCE,"BRACCO IMAGING CANADA","Gadobenate Dimeglumine injection","GADOBENATE DIMEGLUMINE",529MG,"Box of 5 vials of 50ml","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,V08CA,"MAGNETIC RESONANCE IMAGING CONTRAST MEDIA",2025-05-31,2025-06-13,2025-08-15,2025-08-08,"Other (Please describe in comments)",2025-04-03,2025-08-09,No
268122,02248302,Shortage,MULTIHANCE,"BRACCO IMAGING CANADA","MultiHance (Gadobenate Dimeglumine)","GADOBENATE DIMEGLUMINE",529MG,"Box of 5 vials of 5ml","INTRAVENOUS; INTRAVENOUS","Actual shortage",SOLUTION,V08CA,"MAGNETIC RESONANCE IMAGING CONTRAST MEDIA",2025-09-30,2025-09-30,,,"Other (Please describe in comments)",2025-09-30,2025-10-01,No
291679,02248302,Shortage,MULTIHANCE,"BRACCO IMAGING CANADA","GADOBENATE DIMEGLUMINE injection","GADOBENATE DIMEGLUMINE",529MG,"20 mL","INTRAVENOUS; INTRAVENOUS","Actual shortage",SOLUTION,V08CA,"MAGNETIC RESONANCE IMAGING CONTRAST MEDIA",,2026-08-19,2026-09-07,,"Other (Please describe in comments)",2026-08-19,2026-09-10,No
291693,02248302,Shortage,MULTIHANCE,"BRACCO IMAGING CANADA","GADOBENATE DIMEGLUMINE injection","GADOBENATE DIMEGLUMINE",529MG,"50 mL","INTRAVENOUS; INTRAVENOUS","Actual shortage",SOLUTION,V08CA,"MAGNETIC RESONANCE IMAGING CONTRAST MEDIA",,2026-08-19,2026-09-21,,"Other (Please describe in comments)",2026-08-19,2026-09-10,No
62083,02238595,Shortage,MUSE,"PALADIN LABS INC",MUSE,ALPROSTADIL,1000MCG,1,URETHRAL,Resolved,SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",,2018-09-20,,2018-12-04,"Disruption of the manufacture of the drug.",2018-09-20,2018-12-05,No
68429,02238593,Shortage,MUSE,"PALADIN LABS INC",Alprostadil,ALPROSTADIL,250MCG,"1 Sachet",URETHRAL,Resolved,SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",2018-12-03,,2019-01-31,2019-02-26,"Delay in shipping of the drug.",2018-12-03,2019-02-27,No
74084,02238595,Shortage,MUSE,"PALADIN LABS INC",Alprostadil,ALPROSTADIL,1000MCG,"1 Micro-suppository",URETHRAL,Resolved,SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",,2019-01-31,2019-05-31,2019-05-16,"Delay in shipping of the drug.",2019-01-31,2019-05-17,No
86801,02238594,Shortage,MUSE,"PALADIN LABS INC",ALPROSTADIL,ALPROSTADIL,500MCG,"1 pouch",URETHRAL,Resolved,SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",,2019-06-17,,2019-10-22,"Delay in shipping of the drug.",2019-06-18,2019-10-23,No
93265,02238595,Shortage,MUSE,"PALADIN LABS INC",ALPROSTADIL,ALPROSTADIL,1000MCG,"1 pouch",URETHRAL,Resolved,SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",,2019-08-19,,2019-11-20,"Delay in shipping of the drug.",2019-09-09,2019-11-21,No
93978,02238593,Shortage,MUSE,"PALADIN LABS INC",ALPROSTADIL,ALPROSTADIL,250MCG,"1 Micro-suppository",URETHRAL,Resolved,SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",,2019-09-16,,2019-11-27,"Delay in shipping of the drug.",2019-09-16,2019-11-28,No
125715,02238595,Shortage,MUSE,"PALADIN LABS INC",ALPROSTADIL,ALPROSTADIL,1000MCG,"1 Micro-suppository","URETHRAL; URETHRAL",Resolved,SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",,2020-10-05,2021-03-15,2021-03-26,"Delay in shipping of the drug.",2020-10-05,2021-08-04,No
127436,02238593,Shortage,MUSE,"PALADIN LABS INC",ALPROSTADIL,ALPROSTADIL,250MCG,"1 Micro-suppository","URETHRAL; URETHRAL",Resolved,SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",,2020-10-28,2021-05-10,2021-04-28,"Delay in shipping of the drug.",2020-10-28,2021-08-04,No
136932,02238594,Shortage,MUSE,"PALADIN LABS INC.",ALPROSTADIL,ALPROSTADIL,500MCG,"1 Micro-suppository","URETHRAL; URETHRAL",Resolved,SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",,2021-04-06,2022-02-15,2022-02-11,"Delay in shipping of the drug.",2021-04-06,2022-02-14,No
143597,02238595,Shortage,MUSE,"PALADIN LABS INC.",ALPROSTADIL,ALPROSTADIL,1000MCG,"1 Micro-suppository","URETHRAL; URETHRAL","Actual shortage",SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",,2021-07-22,,,"Delay in shipping of the drug.",2021-08-04,2022-02-14,No
146280,02238593,Shortage,MUSE,"PALADIN LABS INC.",ALPROSTADIL,ALPROSTADIL,250MCG,"1 Micro-suppository","URETHRAL; URETHRAL",Resolved,SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",,2021-09-08,2022-02-28,2022-03-22,"Disruption of the manufacture of the drug.",2021-09-28,2022-03-23,No
161728,02238594,Shortage,MUSE,"PALADIN LABS INC.","Muse 500mcg",ALPROSTADIL,500MCG,1,"URETHRAL; URETHRAL","Actual shortage",SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",,2022-06-03,,,"Disruption of the manufacture of the drug.",2022-06-02,2022-06-04,No
163124,02238593,Shortage,MUSE,"PALADIN LABS INC.","Muse 250mg",ALPROSTADIL,250MCG,"1 suppo","URETHRAL; URETHRAL","Actual shortage",SUPPOSITORY,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",2022-06-20,,,,"Disruption of the manufacture of the drug.",2022-06-20,2022-06-21,No
555,02415380,Shortage,MYA,"APOTEX INC",MYA,"DROSPIRENONE; ETHINYL ESTRADIOL","3.00MG; 0.02MG","28 BLS",ORAL,Resolved,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2017-03-09,,2020-09-01,"Disruption of the manufacture of the drug.",2017-03-11,2020-09-04,No
193206,02415380,Shortage,MYA,"APOTEX INC","DROSPIRENONE / ETHINYL ESTRADIOL","ETHINYL ESTRADIOL; DROSPIRENONE","0.02MG; 3.00MG","28 BLS",ORAL,Resolved,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2023-05-23,2023-06-09,2023-06-01,"Disruption of the manufacture of the drug.",2023-05-26,2023-06-02,No
204996,02415380,Shortage,MYA,"APOTEX INC","DROSPIRENONE / ETHINYL ESTRADIOL","ETHINYL ESTRADIOL; DROSPIRENONE","0.02MG; 3.00MG","28 BLS",ORAL,Resolved,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2023-09-19,2023-10-13,2023-10-05,"Disruption of the manufacture of the drug.",2023-09-22,2023-10-06,No
213568,02415380,Shortage,MYA,"APOTEX INC","DROSPIRENONE / ETHINYL ESTRADIOL","ETHINYL ESTRADIOL; DROSPIRENONE","0.02MG; 3.00MG","28 BLS",ORAL,Resolved,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2023-12-12,2023-12-22,2023-12-15,"Disruption of the manufacture of the drug.",2023-12-15,2023-12-22,No
221690,02415380,Shortage,MYA,"APOTEX INC",MYA,"ETHINYL ESTRADIOL; DROSPIRENONE","0.02MG; 3.00MG","28 BLS",ORAL,Resolved,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2024-03-05,2024-03-15,2024-03-14,"Disruption of the manufacture of the drug.",2024-03-08,2024-03-15,No
250925,02415380,Shortage,MYA,"APOTEX INC",MYA,"ETHINYL ESTRADIOL; DROSPIRENONE","0.02MG; 3.00MG","28 BLS",ORAL,Resolved,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2025-02-19,2025-02-28,2025-02-27,"Disruption of the manufacture of the drug.",2025-02-20,2025-02-28,No
256899,02415380,Shortage,MYA,"APOTEX INC",MYA,"ETHINYL ESTRADIOL; DROSPIRENONE","0.02MG; 3.00MG","28 BLS",ORAL,Resolved,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2025-05-06,2025-05-23,2025-05-15,"Disruption of the manufacture of the drug.",2025-05-08,2025-05-16,No
270735,02415380,Shortage,MYA,"APOTEX INC",MYA,"ETHINYL ESTRADIOL; DROSPIRENONE","0.02MG; 3.00MG","28 BLS",ORAL,Resolved,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2025-10-28,2025-11-07,2025-11-06,"Disruption of the manufacture of the drug.",2025-10-30,2025-11-07,No
276172,02415380,Shortage,MYA,"APOTEX INC","DROSPIRENONE / ETHINYL ESTRADIOL","ETHINYL ESTRADIOL; DROSPIRENONE","0.02MG; 3.00MG","28 BLS",ORAL,Resolved,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2026-01-13,2026-02-20,2026-02-12,"Disruption of the manufacture of the drug.",2026-01-15,2026-02-23,No
279162,02415380,Shortage,MYA,"APOTEX INC",MYA,"ETHINYL ESTRADIOL; DROSPIRENONE","0.02MG; 3.00MG","28 BLS",ORAL,Resolved,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2026-02-24,2026-03-13,2026-03-05,"Disruption of the manufacture of the drug.",2026-02-26,2026-03-06,No
289426,02415380,Shortage,MYA,"APOTEX INC",MYA,"ETHINYL ESTRADIOL; DROSPIRENONE","0.02MG; 3.00MG","28 BLS",ORAL,Resolved,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2026-07-14,2026-07-31,2026-07-30,"Disruption of the manufacture of the drug.",2026-07-16,2026-09-10,No
250175,02294222,Shortage,MYCAMINE,"ASTELLAS PHARMA CANADA INC",Mycamine,"MICAFUNGIN SODIUM",50MG,"10mL Vial Pk","INTRAVENOUS; INTRAVENOUS",Resolved,"POWDER FOR SOLUTION",J02AX,"ANTIMYCOTICS FOR SYSTEMIC USE",2025-02-11,2025-02-11,,2025-03-20,"Other (Please describe in comments)",2025-02-11,2025-04-08,No
249824,02063786,Shortage,MYCOBUTIN,"PFIZER CANADA ULC",MYCOBUTIN,RIFABUTIN,150MG,"1x100 BTL","ORAL; ORAL",Resolved,CAPSULE,J04AB,"DRUGS FOR TREATMENT OF TUBERCULOSIS",,2025-05-01,,2025-07-09,"Disruption of the manufacture of the drug.",2025-02-07,2025-08-21,No
267808,02063786,Shortage,MYCOBUTIN,"PFIZER CANADA ULC",MYCOBUTIN,RIFABUTIN,150MG,"BOTTLE 100","ORAL; ORAL",Resolved,CAPSULE,J04AB,"DRUGS FOR TREATMENT OF TUBERCULOSIS",,2025-12-10,,2026-04-08,"Disruption of the manufacture of the drug.",2025-09-25,2026-05-07,Yes
103285,02457369,Shortage,"MYCOPHENOLATE MOFETIL","SANIS HEALTH INC","MYCOPHENOLATE MOFETIL","MYCOPHENOLATE MOFETIL",250MG,50,ORAL,Resolved,CAPSULE,L04AA,IMMUNOSUPPRESSANTS,,2020-01-14,2020-11-16,2020-11-18,"Disruption of the manufacture of the drug.",2020-01-14,2020-11-19,No
103701,02457377,Shortage,"MYCOPHENOLATE MOFETIL","SANIS HEALTH INC","MYCOPHENOLATE MOFETIL","MYCOPHENOLATE MOFETIL",500MG,50,ORAL,Resolved,TABLET,L04AA,IMMUNOSUPPRESSANTS,,2020-01-20,2020-02-24,2020-02-26,"Disruption of the manufacture of the drug.",2020-01-20,2020-02-27,No
119728,02457377,Shortage,"MYCOPHENOLATE MOFETIL","SANIS HEALTH INC",MYCOPHENOLATE,"MYCOPHENOLATE MOFETIL",500MG,50,"ORAL; ORAL",Resolved,TABLET,L04AA,IMMUNOSUPPRESSANTS,,2020-07-08,2020-12-10,2020-12-10,"Disruption of the manufacture of the drug.",2020-07-08,2020-12-11,No
211089,02457377,Shortage,"MYCOPHENOLATE MOFETIL","SANIS HEALTH INC","MYCOPHENOLATE MOFETIL","MYCOPHENOLATE MOFETIL",500MG,50,"ORAL; ORAL",Resolved,TABLET,L04AA,IMMUNOSUPPRESSANTS,,2023-11-17,2023-12-13,2023-12-13,"Shortage of an inactive ingredient or component.",2023-11-22,2023-12-26,No
217798,02457377,Shortage,"MYCOPHENOLATE MOFETIL","SANIS HEALTH INC","MYCOPHENOLATE MOFETIL","MYCOPHENOLATE MOFETIL",500MG,50,"ORAL; ORAL",Resolved,TABLET,L04AA,IMMUNOSUPPRESSANTS,,2024-01-29,2024-02-09,2024-02-12,"Disruption of the manufacture of the drug.",2024-01-30,2024-02-13,No
98110,02479974,Shortage,"MYCOPHENOLATE MOFETIL FOR INJECTION USP","STERIMAX INC","MYCOPHENOLATE MOFETIL FOR INJECTION USP","MYCOPHENOLATE MOFETIL",500MG,"4 VIALS",INTRAVENOUS,Resolved,"POWDER FOR SOLUTION",L04AA,IMMUNOSUPPRESSANTS,2019-11-06,,2019-12-02,2019-12-03,"Delay in shipping of the drug.",2019-11-06,2019-12-11,No
207582,02479974,Shortage,"MYCOPHENOLATE MOFETIL FOR INJECTION USP","STERIMAX INC","MYCOPHENOLATE MOFETIL FOR INJECTION USP","MYCOPHENOLATE MOFETIL",500MG,"PACK OF 4 VIALS","INTRAVENOUS; INTRAVENOUS",Resolved,"POWDER FOR SOLUTION",L04AA,IMMUNOSUPPRESSANTS,2023-12-15,,2024-02-01,2024-02-06,"Disruption of the manufacture of the drug.",2023-10-20,2024-02-07,No
207554,02444836,Shortage,"MYCOPHENOLATE MOFETIL FOR INJECTION, USP","ACCORD HEALTHCARE INC","MYCOPHENOLATE MOFETIL HYDROCHLORIDE","MYCOPHENOLATE MOFETIL",500MG,1,"INTRAVENOUS; INTRAVENOUS",Resolved,"POWDER FOR SOLUTION",L04AA,IMMUNOSUPPRESSANTS,,2024-06-14,,2026-01-30,"Disruption of the manufacture of the drug.",2023-10-19,2026-02-09,No
97976,02378574,Shortage,"MYCOPHENOLATE MOFETIL TABLETS, USP","ACCORD HEALTHCARE INC","Mycophenolate Mofetil","MYCOPHENOLATE MOFETIL",500MG,50,ORAL,Resolved,TABLET,L04AA,IMMUNOSUPPRESSANTS,2019-11-08,,,2020-07-23,"Demand increase for the drug.",2019-11-05,2020-07-24,No
180241,02518538,Shortage,"MYCOPHENOLIC ACID","JAMP PHARMA CORPORATION","Mycophenolic Acid Delayed-Release tablets USP","MYCOPHENOLIC ACID",180MG,120,ORAL,Resolved,"TABLET (DELAYED-RELEASE)",L04AA,IMMUNOSUPPRESSANTS,,2022-12-09,2023-02-10,2023-01-05,"Demand increase for the drug.",2023-01-10,2023-01-10,No
20979,00465763,Shortage,MYDFRIN,"NOVARTIS PHARMACEUTICALS CANADA INC","MYDFRIN 2.4% SOLN 5ML","PHENYLEPHRINE HYDROCHLORIDE",2.5%,"5 ML",OPHTHALMIC,Resolved,LIQUID,S01FB,"MYDRIATICSAND CYCLOPLEGICS",,2017-08-30,,2017-09-12,"Other (Please describe in comments)",2017-09-05,2017-09-18,No
239848,02519380,Shortage,MYINFLA,"PENDOPHARM DIVISION OF PHARMASCIENCE INC",MyInfla,COLCHICINE,0.5MG,"100 tabs",ORAL,Resolved,"TABLET (EXTENDED-RELEASE)",M01,,,2024-10-07,2025-05-20,2025-05-07,"Shortage of an active ingredient.",2024-10-11,2025-05-08,No
130906,02479419,Shortage,MYL-ESOMEPRAZOLE,"MYLAN PHARMACEUTICALS ULC",ESOMEPRAZOLE,ESOMEPRAZOLE,20MG,100BT,ORAL,Resolved,"TABLET (DELAYED-RELEASE)",A02BC,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",,2020-11-06,2021-01-19,2021-02-03,"Disruption of the manufacture of the drug.",2021-01-06,2021-02-04,No
248183,02479427,Shortage,MYL-ESOMEPRAZOLE,"MYLAN PHARMACEUTICALS ULC",ESOMEPRAZOLE,ESOMEPRAZOLE,40MG,100BT,ORAL,Resolved,"TABLET (DELAYED-RELEASE)",A02BC,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",2025-02-10,2025-02-10,2025-12-16,2025-10-16,"Disruption of the manufacture of the drug.",2025-01-21,2025-10-29,No
270539,02479427,Shortage,MYL-ESOMEPRAZOLE,"MYLAN PHARMACEUTICALS ULC",MYL-ESOMEPRAZOLE,ESOMEPRAZOLE,40MG,"100 BT",ORAL,"Actual shortage","TABLET (DELAYED-RELEASE)",A02BC,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",,2025-10-17,2027-01-26,,"Disruption of the manufacture of the drug.",2025-10-30,2026-08-18,No
273786,02479419,Shortage,MYL-ESOMEPRAZOLE,"MYLAN PHARMACEUTICALS ULC",ESOMEPRAZOLE,ESOMEPRAZOLE,20MG,100BT,ORAL,Resolved,"TABLET (DELAYED-RELEASE)",A02BC,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",2026-01-27,2026-01-26,2026-08-15,2026-05-19,"Demand increase for the drug.",2025-12-08,2026-05-20,No
23160,02245372,Shortage,MYL-PROPAFENONE,"MYLAN PHARMACEUTICALS ULC",PROPAFENONE,"PROPAFENONE HYDROCHLORIDE",150MG,100BT,ORAL,Resolved,TABLET,C01BC,"ANTIARRHYTHMICS, CLASS I AND III",,2017-09-20,,2018-02-16,"Delay in shipping of the drug.",2017-09-22,2018-03-02,No
23163,02245373,Shortage,MYL-PROPAFENONE,"MYLAN PHARMACEUTICALS ULC",PROPAFENONE,"PROPAFENONE HYDROCHLORIDE",300MG,100BT,ORAL,Resolved,TABLET,C01BC,"ANTIARRHYTHMICS, CLASS I AND III",,2017-09-20,,2018-02-16,"Delay in shipping of the drug.",2017-09-22,2018-03-02,No
5307,02392585,Shortage,MYL-SILDENAFIL,"MYLAN PHARMACEUTICALS ULC",Sildenafil,SILDENAFIL,50MG,4BL,ORAL,Resolved,TABLET,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",2018-05-01,2018-05-01,,2018-05-01,"Delay in shipping of the drug.",2017-04-04,2018-08-23,No
5931,02392577,Shortage,MYL-SILDENAFIL,"MYLAN PHARMACEUTICALS ULC",SILDENAFIL,SILDENAFIL,25MG,4BL,ORAL,Resolved,TABLET,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",2017-07-16,,,2017-10-02,"Delay in shipping of the drug.",2017-04-07,2017-10-03,No
6976,02392593,Shortage,MYL-SILDENAFIL,"MYLAN PHARMACEUTICALS ULC",SILDENAFIL,SILDENAFIL,100MG,"4BL, 30BT",ORAL,"Avoided shortage",TABLET,G04BE,"OTHER UROLOGICALS, INCL ANTISPASMODICS",2017-08-02,2017-05-01,,2017-07-12,"Disruption of the manufacture of the drug.",2017-04-13,2017-07-17,No
65420,02450682,Shortage,MYLAN-ABACAVIR/LAMIVUDINE,"MYLAN PHARMACEUTICALS ULC",ABACAVIR/LAMIVUDINE,"ABACAVIR; LAMIVUDINE","600MG; 300MG",30BL,ORAL,Resolved,TABLET,J05AR,"DIRECT ACTING ANTIVIRALS",2018-09-04,2018-09-04,2019-02-15,2019-02-15,"Shortage of an inactive ingredient or component.",2018-10-23,2019-02-16,No
81021,02450682,Shortage,MYLAN-ABACAVIR/LAMIVUDINE,"MYLAN PHARMACEUTICALS ULC",ABACAVIR/LAMIVUDINE,"ABACAVIR; LAMIVUDINE","600MG; 300MG","30 BL",ORAL,"Avoided shortage",TABLET,J05AR,"DIRECT ACTING ANTIVIRALS",2019-06-07,,2019-06-15,2019-05-28,"Shortage of an inactive ingredient or component.",2019-04-10,2019-05-28,No
85021,02450682,Shortage,MYLAN-ABACAVIR/LAMIVUDINE,"MYLAN PHARMACEUTICALS ULC",ABACAVIR/LAMIVUDINE,"ABACAVIR; LAMIVUDINE","600MG; 300MG","30 BL",ORAL,Resolved,TABLET,J05AR,"DIRECT ACTING ANTIVIRALS",2019-06-10,,2019-06-21,2019-06-18,"Delay in shipping of the drug.",2019-05-28,2019-06-19,No
5941,02237721,Shortage,MYLAN-ACEBUTOLOL,"MYLAN PHARMACEUTICALS ULC",ACEBUTOLOL,ACEBUTOLOL,100MG,"100BT, 500BT",ORAL,Resolved,TABLET,C07AB,"BETA BLOCKING AGENTS",2018-03-23,2018-03-02,,2018-07-03,"Delay in shipping of the drug.",2017-04-07,2018-07-04,No
30377,02237722,Shortage,MYLAN-ACEBUTOLOL,"MYLAN PHARMACEUTICALS ULC",ACEBUTOLOL,ACEBUTOLOL,200MG,"100BT, 500BT",ORAL,Resolved,TABLET,C07AB,"BETA BLOCKING AGENTS",2018-02-09,2018-02-12,,2018-07-03,"Disruption of the manufacture of the drug.",2017-11-23,2018-07-04,No
35919,02237723,Shortage,MYLAN-ACEBUTOLOL,"MYLAN PHARMACEUTICALS ULC","Acebutolol Tablets",ACEBUTOLOL,400MG,100,ORAL,Resolved,TABLET,C07AB,"BETA BLOCKING AGENTS",2018-02-01,2018-01-15,,2018-07-03,"Delay in shipping of the drug.",2018-01-15,2018-07-04,No
5922,02237886,Shortage,"MYLAN-ACEBUTOLOL (TYPE S)","MYLAN PHARMACEUTICALS ULC","ACEBUTOLOL (TYPE S)",ACEBUTOLOL,200MG,500BT,ORAL,"Avoided shortage",TABLET,C07AB,"BETA BLOCKING AGENTS",2017-09-21,,,2017-08-23,"Delay in shipping of the drug.",2017-04-07,2017-08-24,No
5962,02237887,Shortage,"MYLAN-ACEBUTOLOL (TYPE S)","MYLAN PHARMACEUTICALS ULC","ACEBUTOLOL (TYPE S)",ACEBUTOLOL,400MG,100BT,ORAL,Resolved,TABLET,C07AB,"BETA BLOCKING AGENTS",2017-10-16,2017-10-17,,2017-11-01,"Delay in shipping of the drug.",2017-04-07,2017-11-02,No
5987,02237885,Shortage,"MYLAN-ACEBUTOLOL (TYPE S)","MYLAN PHARMACEUTICALS ULC","MYLAN-ACEBUTOLOL (TYPE S)",ACEBUTOLOL,100MG,500BT,ORAL,Resolved,TABLET,C07AB,"BETA BLOCKING AGENTS",2018-01-15,2017-12-27,,2018-02-01,"Delay in shipping of the drug.",2017-04-07,2018-02-02,No
27117,02242784,Shortage,MYLAN-ACYCLOVIR,"MYLAN PHARMACEUTICALS ULC",ACYCLOVIR,ACYCLOVIR,200MG,100BT,ORAL,Resolved,TABLET,J05AB,"DIRECT ACTING ANTIVIRALS",2018-04-24,2018-04-27,2018-05-25,2018-05-23,"Delay in shipping of the drug.",2017-10-26,2018-05-24,No
28169,02242463,Shortage,MYLAN-ACYCLOVIR,"MYLAN PHARMACEUTICALS ULC",ACYCLOVIR,ACYCLOVIR,400MG,100BT,ORAL,Resolved,TABLET,J05AB,"DIRECT ACTING ANTIVIRALS",,2017-11-06,2018-09-21,2018-09-20,"Delay in shipping of the drug.",2017-11-06,2018-09-21,No
