"Discontinuation reports","DISCLAIMER: The information found within this file is presented in the language in which it was written and submitted."
"Report ID","Drug Identification Number","Report Type","Brand name","Company Name","Common or Proper name",Ingredients,Strength(s),"Packaging size","Route of administration","Discontinuation status","Dosage form(s)","Anatomical Therapeutical Chemical (ATC) Code","Anatomical Therapeutical Chemical (ATC) description","Discontinuation date","Anticipated discontinuation date",Reason,"Date Created","Date Updated","Tier 3"
112606,02007959,Discontinuation,"COUMADIN TAB 4MG","BRISTOL-MYERS SQUIBB CANADA",Warfarin,"WARFARIN SODIUM",4MG,"1 BTL x 100","ORAL; ORAL",Discontinued,TABLET,B01AA,"ANTITHROMBOTIC AGENTS",2020-06-15,2020-06-01,"Manufacturing issues",2020-04-20,2020-06-16,No
19615,01918354,Discontinuation,"COUMADIN TAB 5MG","BRISTOL-MYERS SQUIBB CANADA",Warfarin,"WARFARIN SODIUM",5MG,"1 BTL x 250",ORAL,Discontinued,TABLET,B01AA,"ANTITHROMBOTIC AGENTS",2018-05-07,2018-05-11,"Business reasons",2017-08-16,2018-06-05,No
112593,01918354,Discontinuation,"COUMADIN TAB 5MG","BRISTOL-MYERS SQUIBB CANADA",Warfarin,"WARFARIN SODIUM",5MG,"1 BTL x 100","ORAL; ORAL",Discontinued,TABLET,B01AA,"ANTITHROMBOTIC AGENTS",2020-08-10,2020-06-01,"Manufacturing issues",2020-04-20,2020-08-11,No
112600,02240206,Discontinuation,"COUMADIN TAB 6 MG","BRISTOL-MYERS SQUIBB CANADA",warfarin,"WARFARIN SODIUM",6MG,"1BTL x 100","ORAL; ORAL",Discontinued,TABLET,B01AA,"ANTITHROMBOTIC AGENTS",2020-07-10,2020-06-01,"Manufacturing issues",2020-04-20,2020-07-11,No
8204,02415194,Discontinuation,"CREON MINIMICROSPHERES 6","BGP PHARMA ULC","CREON MINIMICROSPHERES  6","AMYLASE; PROTEASE; LIPASE","30000UNIT; 19000UNIT; 6000UNIT",100,ORAL,Discontinued,CAPSULE,A09AA,"DIGESTIVES, INCL ENZYMES",2018-01-30,,"Business reasons",2017-04-27,2018-01-31,No
14973,00379689,Discontinuation,"CRESOPHENE LIQ",SEPTODONT,"Camphor, Dexamethasone, Parachlorophenol, Thymol","THYMOL; DEXAMETHASONE; CAMPHOR; PARACHLOROPHENOL","50MG; 1MG; 649MG; 300MG","13 mL",DENTAL,Discontinued,LIQUID,A01AC,"STOMATOLOGICAL PREPARATIONS",2017-07-07,,"Business reasons",2017-07-07,2017-07-08,No
266775,02465493,Discontinuation,"CUBICIN RF","CUBIST PHARMACEUTICALS LLC","DAPTOMYCIN FOR INJECTION",DAPTOMYCIN,500MG,"10 mL Vial","INTRAVENOUS; INTRAVENOUS","To be discontinued","POWDER FOR SOLUTION",J01XX,"OTHER ANTIBACTERIALS",,2026-06-30,"Business reasons",2025-09-08,2025-12-30,No
92246,01968440,Discontinuation,"CYCLEN TABLETS (21 DAY)","JANSSEN INC","norgestimate and ethinyl estradiol tablets","ETHINYL ESTRADIOL; NORGESTIMATE","0.035MG; 0.25MG",1X10,ORAL,"To be discontinued",TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2020-08-05,"Business reasons",2019-08-22,2020-05-08,No
101810,01968440,Discontinuation,"CYCLEN TABLETS (21 DAY)","JANSSEN INC","norgestimate and ethinyl estradiol tablets","ETHINYL ESTRADIOL; NORGESTIMATE","0.035MG; 0.25MG",1x10,ORAL,"To be discontinued",TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2020-06-30,"Business reasons",2019-12-20,2019-12-20,No
92249,01992872,Discontinuation,"CYCLEN TABLETS (28 DAY)","JANSSEN INC","norgestimate and ethinyl estradiol tablets","ETHINYL ESTRADIOL; NORGESTIMATE","0.035MG; 0.25MG",1X10,ORAL,"To be discontinued",TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2020-06-30,"Business reasons",2019-08-22,2019-08-22,No
101814,01992872,Discontinuation,"CYCLEN TABLETS (28 DAY)","JANSSEN INC","norgestimate and ethinyl estradiol tablets","ETHINYL ESTRADIOL; NORGESTIMATE","0.035MG; 0.25MG",1x10,ORAL,"To be discontinued",TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",,2020-06-30,"Business reasons",2019-12-20,2019-12-20,No
22565,02192276,Discontinuation,CYCLOCORT,"GLAXOSMITHKLINE INC","amcinonide lotion",AMCINONIDE,0.1%,"All pack sizes / Tous les formats",TOPICAL,Discontinued,LOTION,D07AC,"CORTICOSTEROIDS, PLAIN",2017-09-14,,"Business reasons",2017-09-19,2017-09-19,No
22568,02192268,Discontinuation,CYCLOCORT,"GLAXOSMITHKLINE INC","amcinonide ointment",AMCINONIDE,0.1%,"All pack sizes / Tous les formats",TOPICAL,Discontinued,OINTMENT,D07AC,"CORTICOSTEROIDS, PLAIN",2018-03-08,,"Business reasons",2017-09-19,2018-03-15,No
27816,02192284,Discontinuation,CYCLOCORT,"GLAXOSMITHKLINE INC","amcinonide cream",AMCINONIDE,0.1%,"All pack sizes / Tous les formats",TOPICAL,Discontinued,CREAM,D07AC,"CORTICOSTEROIDS, PLAIN",2018-01-17,,"Business reasons",2017-11-02,2018-01-31,No
247771,02018144,Discontinuation,CYCLOMEN,"SANOFI-AVENTIS CANADA INC",Danazol,DANAZOL,50MG,Blister,"ORAL; ORAL",Discontinued,CAPSULE,G03XA,"OTHER SEX HORM. & MODULATORS OF THE GENITAL SYSTEM",2025-07-31,2025-07-31,"Other (Please describe in comments)",2025-01-15,2025-08-01,No
238860,02301482,Discontinuation,CYMBALTA,"ELI LILLY CANADA INC","Duloxetine (as duloxetine hydrochloride)",DULOXETINE,30MG,"Carton containing 28 capsules in blister packaging","ORAL; ORAL",Discontinued,"CAPSULE (DELAYED RELEASE)",N06AX,ANTIDEPRESSANTS,2024-09-25,,"Business reasons",2024-09-27,2024-09-27,No
238865,02301490,Discontinuation,CYMBALTA,"ELI LILLY CANADA INC","Duloxetine (as duloxetine hydrochloride)",DULOXETINE,60MG,"Carton containing 28 capsules in blister packaging","ORAL; ORAL",Discontinued,"CAPSULE (DELAYED RELEASE)",N06AX,ANTIDEPRESSANTS,2024-09-25,,"Business reasons",2024-09-27,2024-09-27,No
94589,02126656,Discontinuation,"CYTARABINE INJECTION","PFIZER CANADA ULC","CYTARABINE INJECTION",CYTARABINE,100MG,"10mL vial","INTRATHECAL; INTRAVENOUS; SUBCUTANEOUS",Discontinued,SOLUTION,L01BC,ANTIMETABOLITES,2019-09-24,,"Business reasons",2019-09-24,2019-09-25,No
62549,02444747,Discontinuation,DAKLINZA,"BRISTOL-MYERS SQUIBB CANADA","daclatasvir dihydrochloride",Daclatasvir,30MG,"1 Bottle X 28",ORAL,"To be discontinued",TABLET,J05AP,,,2019-07-31,"Business reasons",2018-09-28,2018-09-28,No
62566,02444755,Discontinuation,DAKLINZA,"BRISTOL-MYERS SQUIBB CANADA","daclatasvir dihydrochloride)",Daclatasvir,60MG,"1 Bottle X 28",ORAL,"To be discontinued",TABLET,J05AP,,,2019-11-30,"Business reasons",2018-09-28,2018-09-28,No
241493,02182866,Discontinuation,"DALACIN C 300 MG","PFIZER CANADA ULC","DALACIN C 300 MG",CLINDAMYCIN,300MG,"100 BTL","ORAL; ORAL",Discontinued,CAPSULE,J01FF,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",2024-10-29,,"Business reasons",2024-10-29,2024-10-30,No
289869,00260436,Discontinuation,"DALACIN C PHOSPHATE","PFIZER CANADA ULC","DALACIN C PHOSPHATE",CLINDAMYCIN,150MG,"1 X 60ML VIAL","INTRAVENOUS; INTRAMUSCULAR; INTRAVENOUS; INTRAMUSCULAR",Discontinued,SOLUTION,J01FF,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",2026-07-24,,"Business reasons",2026-07-24,2026-09-10,No
289872,00260436,Discontinuation,"DALACIN C PHOSPHATE","PFIZER CANADA ULC","DALACIN C PHOSPHATE",CLINDAMYCIN,150MG,"25 X 2 ML","INTRAVENOUS; INTRAMUSCULAR; INTRAVENOUS; INTRAMUSCULAR",Discontinued,SOLUTION,J01FF,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",2026-07-24,,"Business reasons",2026-07-24,2026-09-10,No
289875,00260436,Discontinuation,"DALACIN C PHOSPHATE","PFIZER CANADA ULC","DALACIN C PHOSPHATE",CLINDAMYCIN,150MG,"25 X 4 ML","INTRAVENOUS; INTRAMUSCULAR; INTRAVENOUS; INTRAMUSCULAR",Discontinued,SOLUTION,J01FF,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",2026-07-24,,"Business reasons",2026-07-24,2026-09-10,No
289878,00260436,Discontinuation,"DALACIN C PHOSPHATE","PFIZER CANADA ULC","DALACIN C PHOSPHATE",CLINDAMYCIN,150MG,"25 X 6 ML","INTRAVENOUS; INTRAMUSCULAR; INTRAVENOUS; INTRAMUSCULAR",Discontinued,SOLUTION,J01FF,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",2026-07-24,,"Business reasons",2026-07-24,2026-09-10,No
289208,02060604,Discontinuation,"DALACIN VAGINAL CREAM","PFIZER CANADA ULC","DALACIN CREAM",CLINDAMYCIN,20MG,1x40mg,"VAGINAL; VAGINAL",Discontinued,CREAM,G01AA,"ANTIINFECTIVES/ANTISEPT.,EXCL COMB WITH CORTICOST.",2026-07-07,2026-07-07,"Business reasons",2026-07-14,2026-07-14,No
12755,01997653,Discontinuation,"DANTRIUM CAPSULES","PAR PHARMACEUTICAL COMPANIES","DANTROLENE SODIUM CAPSULES","DANTROLENE SODIUM",100MG,"BOTTLE (100 COUNT)",ORAL,Discontinued,CAPSULE,M03CA,"MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS",2017-06-13,,"Business reasons",2017-06-14,2017-06-14,No
154459,02285010,Discontinuation,"DDAVP MELT","FERRING INC","Desmopressin Acetate",DESMOPRESSIN,240MCG,"30 melt tablets per carton","SUBLINGUAL; SUBLINGUAL",Discontinued,"TABLET (ORALLY DISINTEGRATING)",H01BA,"POSTERIOR PITUITARY LOBE HORMONES",2022-03-31,2022-03-31,"Business reasons",2022-02-08,2022-04-01,No
132472,00402516,Discontinuation,"DDAVP RHINYLE","FERRING INC","Desmopressin acetate nasal solution","DESMOPRESSIN ACETATE",0.1MG,"2.5 mL","NASAL; NASAL",Discontinued,SOLUTION,H01BA,"POSTERIOR PITUITARY LOBE HORMONES",2021-01-29,2021-01-29,"Other (Please describe in comments)",2021-01-26,2021-03-02,No
120206,00836362,Discontinuation,"DDAVP SPRAY","FERRING INC","desmopressin acetate","DESMOPRESSIN ACETATE",10MCG,"2.5 ml and 5 ml","NASAL; NASAL",Discontinued,"METERED-DOSE AEROSOL",H01BA,"POSTERIOR PITUITARY LOBE HORMONES",2020-07-14,2020-07-14,"Business reasons",2020-07-14,2020-07-15,No
154442,00824305,Discontinuation,"DDAVP TABLETS 0.1MG","FERRING INC","Desmopressin Acetate","DESMOPRESSIN ACETATE",0.1MG,"30 tablets bottle","ORAL; ORAL",Discontinued,TABLET,H01BA,"POSTERIOR PITUITARY LOBE HORMONES",2022-02-28,2022-02-28,"Business reasons",2022-02-08,2022-03-07,No
154453,00824143,Discontinuation,"DDAVP TABLETS 0.2MG","FERRING INC","Desmopressin Acetate","DESMOPRESSIN ACETATE",0.2MG,"30 tablets bottle","ORAL; ORAL",Discontinued,TABLET,H01BA,"POSTERIOR PITUITARY LOBE HORMONES",2022-02-28,2022-02-28,"Business reasons",2022-02-08,2022-03-01,No
154456,00824143,Discontinuation,"DDAVP TABLETS 0.2MG","FERRING INC","Desmopressin Acetate","DESMOPRESSIN ACETATE",0.2MG,"100 tablets bottle","ORAL; ORAL",Discontinued,TABLET,H01BA,"POSTERIOR PITUITARY LOBE HORMONES",2022-05-31,2022-05-31,"Business reasons",2022-02-08,2022-06-01,No
2501,00394394,Discontinuation,"DEHYDRATED ALCOHOL INJECTION USP","SANDOZ CANADA INCORPORATED","ALCOHOL (DEHYDRATED)","ALCOHOL ANHYDROUS",100%,10ML,INTRAVENOUS,Discontinued,LIQUID,V03AZ,"ALL OTHER THERAPEUTIC PRODUCTS",2017-07-31,2017-07-31,"Manufacturing issues",2017-03-14,2017-10-18,No
221772,00029246,Discontinuation,DELATESTRYL,"BAUSCH HEALTH, CANADA INC.",DELATESTRYL,"TESTOSTERONE ENANTHATE",200MG,5ml,"INTRAMUSCULAR; INTRAMUSCULAR",Discontinued,SOLUTION,G03BA,ANDROGENS,2024-04-25,2024-05-15,"Other (Please describe in comments)",2024-03-11,2024-04-26,No
98380,02138018,Discontinuation,DEMEROL,"SANOFI-AVENTIS CANADA INC",Demerol,"MEPERIDINE HYDROCHLORIDE",50MG,100,ORAL,Discontinued,TABLET,N02AB,OPIOIDS,2020-07-02,2020-05-31,"Business reasons",2019-11-11,2020-07-29,No
88467,00469327,Discontinuation,"DEMULEN 30 (21 DAY PACK)","PFIZER CANADA ULC",DEMULEN,"ETHYNODIOL DIACETATE; ETHINYL ESTRADIOL","2MG; 30MCG",21's,ORAL,Discontinued,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",2019-07-04,,"Business reasons",2019-07-04,2019-07-05,No
88461,00471526,Discontinuation,"DEMULEN 30 (28 DAY PACK)","PFIZER CANADA ULC",DEMULEN,"ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE","30MCG; 2MG",28's,ORAL,Discontinued,TABLET,G03AA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",2019-07-04,,"Business reasons",2019-07-04,2019-07-05,No
224698,02240526,Discontinuation,"DENTICARE CHLORHEXIDINE GLUCONATE ORAL RINSE 0.12%","AMD MEDICOM INC","CHLORHEXIDINE GLUCONATE","CHLORHEXIDINE GLUCONATE",0.12%,"500 mL and 4 L","BUCCAL; BUCCAL",Discontinued,MOUTHWASH,A01AB,"STOMATOLOGICAL PREPARATIONS",2024-04-05,2024-04-05,"Business reasons",2024-04-09,2024-04-09,No
224713,02240526,Discontinuation,"DENTICARE CHLORHEXIDINE GLUCONATE ORAL RINSE 0.12%","AMD MEDICOM INC","Chlorhexidine Gluconate","CHLORHEXIDINE GLUCONATE",0.12%,"500 mL and  4 L","BUCCAL; BUCCAL",Discontinued,MOUTHWASH,A01AB,"STOMATOLOGICAL PREPARATIONS",2024-04-05,2024-04-05,"Business reasons",2024-04-09,2024-04-09,No
137637,02318148,Discontinuation,"DENTICARE PRO-FREEZE","AMD MEDICOM INC","DENTICARE PRO-FREEZE","BENZOCAINE; TETRACAINE HYDROCHLORIDE","18%; 2%","1 oz bottle","TOPICAL; TOPICAL",Discontinued,GEL,A01AD,"STOMATOLOGICAL PREPARATIONS",2021-01-26,2021-01-26,"Business reasons",2021-04-16,2021-04-16,No
8402,00443840,Discontinuation,DEPAKENE,"BGP PHARMA ULC",Depakene,"VALPROIC ACID",250MG,100,ORAL,Discontinued,CAPSULE,N03AG,ANTIEPILEPTICS,2017-04-24,,"Business reasons",2017-04-28,2017-04-28,No
64425,00260428,Discontinuation,"DEPO-MEDROL WITH LIDOCAINE","PFIZER CANADA INC","Depo-Medrol + Lidocaine","LIDOCAINE HYDROCHLORIDE; METHYLPREDNISOLONE ACETATE","10MG; 40MG",1x1ml,"INTRA-ARTICULAR; INTRABURSAL",Discontinued,SUSPENSION,H02BX,"CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS",2018-10-15,,"Business reasons",2018-10-16,2018-10-16,No
178953,00585092,Discontinuation,DEPO-PROVERA,"PFIZER CANADA ULC","MEDROXYPROGESTERONE ACETATE SUSPENSION","MEDROXYPROGESTERONE ACETATE",150MG,"1 x 1mL","INTRAMUSCULAR; INTRAMUSCULAR",Discontinued,SUSPENSION,G03AC,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",2022-08-05,,"Business reasons",2022-12-20,2022-12-20,No
178960,00585092,Discontinuation,DEPO-PROVERA,"PFIZER CANADA ULC","MEDROXYPROGESTERONE ACETATE SUSPENSION","MEDROXYPROGESTERONE ACETATE",150MG,"5 x 1mL","INTRAMUSCULAR; INTRAMUSCULAR",Discontinued,SUSPENSION,G03AC,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",2022-08-05,,"Business reasons",2022-12-20,2022-12-20,No
79400,00030848,Discontinuation,"DEPO-PROVERA STERILE AQUEOUS SUSPENSION 50 MG/ML","PFIZER CANADA ULC",Depo-Provera,"MEDROXYPROGESTERONE ACETATE",50MG,5ml,INTRAMUSCULAR,Discontinued,SUSPENSION,G03AC,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",2019-08-16,2019-12-23,"Business reasons",2019-03-25,2019-08-19,No
270094,00030783,Discontinuation,"DEPO-TESTOSTERONE INJ 100MG/ML","PFIZER CANADA ULC","DEPO-TESTOSTERONE INJ 100MG/ML","TESTOSTERONE CYPIONATE",100MG,"1 X 10ML","INTRAMUSCULAR; INTRAMUSCULAR",Discontinued,SOLUTION,G03BA,ANDROGENS,2025-10-23,,"Business reasons",2025-10-23,2025-10-24,No
150686,02213265,Discontinuation,"DERMOVATE CREAM","TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.",DERMOVATE,"CLOBETASOL PROPIONATE",0.05%,15,"TOPICAL; TOPICAL",Discontinued,CREAM,D07AD,"CORTICOSTEROIDS, PLAIN",2021-11-12,,"Business reasons",2021-12-07,2021-12-07,No
72826,02205963,Discontinuation,DEXIRON,"LUITPOLD PHARMACEUTICALS INC","Iron Dextran",IRON,50MG,"2 mL single dose vials","INTRAMUSCULAR; INTRAVENOUS",Discontinued,LIQUID,B03AC,"IRON PREPARATIONS",2019-08-26,2019-08-23,"Raw material availability",2019-01-17,2019-10-23,No
56184,00470953,Discontinuation,"DEXTROSE INJECTION USP","ICU MEDICAL CANADA INC","Dextrose 40% Injection USP",DEXTROSE,400MG,"500ml in 1000ml",INTRAVENOUS,Discontinued,SOLUTION,B05BA,"I.V. SOLUTIONS",2018-07-17,2018-07-17,"Business reasons",2018-07-23,2018-07-24,No
141414,00037958,Discontinuation,"DEXTROSE INJECTION USP","ICU MEDICAL CANADA INC","Dextrose Injection USP",DEXTROSE,100MG,"500 mL","INTRAVENOUS; INTRAVENOUS",Discontinued,SOLUTION,B05BA,"I.V. SOLUTIONS",2022-01-01,2022-01-01,"Business reasons",2021-06-23,2022-01-17,No
148657,00037958,Discontinuation,"DEXTROSE INJECTION USP","ICU MEDICAL CANADA INC","Dextrose Injection USP",DEXTROSE,100MG,"1000 mL","INTRAVENOUS; INTRAVENOUS",Discontinued,SOLUTION,B05BA,"I.V. SOLUTIONS",2022-08-04,2022-05-01,"Business reasons",2021-11-02,2022-11-16,No
159241,00244988,Discontinuation,"DEXTROSE INJECTION USP","ICU MEDICAL CANADA INC","Dextrose Injection USP",DEXTROSE,700MG,"2000 mL","INTRAVENOUS; INTRAVENOUS",Discontinued,SOLUTION,B05BA,"I.V. SOLUTIONS",2023-06-19,2023-07-30,"Business reasons",2022-04-21,2023-07-25,No
208477,00037974,Discontinuation,"DEXTROSE INJECTION USP","ICU MEDICAL CANADA INC","Dextrose Injection USP",DEXTROSE,500MG,"500 mL","INTRAVENOUS; INTRAVENOUS",Discontinued,SOLUTION,B05BA,"I.V. SOLUTIONS",2023-11-01,2023-08-31,"Business reasons",2023-10-27,2023-11-02,No
208480,00037966,Discontinuation,"DEXTROSE INJECTION USP","ICU MEDICAL CANADA INC","Dextrose Injection USP",DEXTROSE,200MG,"500 mL","INTRAVENOUS; INTRAVENOUS",Discontinued,SOLUTION,B05BA,"I.V. SOLUTIONS",2023-11-01,2023-07-31,"Business reasons",2023-10-27,2023-11-02,No
233046,00037974,Discontinuation,"DEXTROSE INJECTION USP","ICU MEDICAL CANADA INC","Dextrose Injection USP",DEXTROSE,500MG,"1000 mL","INTRAVENOUS; INTRAVENOUS",Discontinued,SOLUTION,B05BA,"I.V. SOLUTIONS",2024-07-19,2024-06-30,"Business reasons",2024-07-16,2024-07-20,No
233049,00037966,Discontinuation,"DEXTROSE INJECTION USP","ICU MEDICAL CANADA INC","Dextrose Injection USP",DEXTROSE,200MG,"500 mL in 500 mL","INTRAVENOUS; INTRAVENOUS",Discontinued,SOLUTION,B05BA,"I.V. SOLUTIONS",2025-02-06,2024-10-31,"Business reasons",2024-07-16,2025-02-20,No
265646,02468514,Discontinuation,"DEXTROSE INJECTION USP","PFIZER CANADA ULC","DEXTROSE INJECTION USP",DEXTROSE,500MG,"10x50mL Lifeshield Syringes",INTRAVENOUS,Discontinued,SOLUTION,B05BA,"I.V. SOLUTIONS",2025-08-18,,"Business reasons",2025-08-19,2025-08-19,No
100935,02224550,Discontinuation,DIABETA,"SANOFI-AVENTIS CANADA INC",Diabeta,GLYBURIDE,2.5MG,30,ORAL,Discontinued,TABLET,A10BB,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",2020-05-07,2020-02-28,"Business reasons",2019-12-11,2020-08-04,No
100938,02224569,Discontinuation,DIABETA,"SANOFI-AVENTIS CANADA INC",Diabeta,GLYBURIDE,5MG,30,ORAL,Discontinued,TABLET,A10BB,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",2020-05-07,2020-04-30,"Business reasons",2019-12-11,2020-08-04,No
168298,00765996,Discontinuation,DIAMICRON,"SERVIER CANADA INC",Gliclazide,GLICLAZIDE,80MG,"60’s Tablets","ORAL; ORAL",Discontinued,TABLET,A10BB,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",2022-09-30,2022-09-30,"Business reasons",2022-08-31,2022-10-03,No
91395,00799815,Discontinuation,"DIANEAL PD 101 CAPD SOLUTION W 1.5% DEXTROSE","BAXTER CORPORATION","DIANEAL PD 101 CAPD SOLUTION W 1.5% DEXTROSE","SODIUM LACTATE; DEXTROSE; MAGNESIUM CHLORIDE; CALCIUM CHLORIDE; SODIUM CHLORIDE","392MG; 1.5G; 15.2MG; 23.9MG; 567MG","2.5L Twinbag",DIALYSIS,Discontinued,LIQUID,B05ZA,"HEMODIALYTICS AND HEMOFILTRATES",2021-03-18,2021-03-18,"Business reasons",2019-08-12,2021-03-19,No
91399,00799823,Discontinuation,"DIANEAL PD 101 CAPD SOLUTION W 2.5% DEXTROSE","BAXTER CORPORATION","DIANEAL PD 101 CAPD SOLUTION W 2.5% DEXTROSE","SODIUM LACTATE; DEXTROSE; MAGNESIUM CHLORIDE; CALCIUM CHLORIDE; SODIUM CHLORIDE","392MG; 2.5G; 15.2MG; 23.9MG; 567MG","2.5L Twinbag",DIALYSIS,Discontinued,SOLUTION,B05ZA,"HEMODIALYTICS AND HEMOFILTRATES",2020-02-07,2020-02-07,"Business reasons",2019-08-12,2020-02-08,No
91388,00865095,Discontinuation,"DIANEAL PD4 CAPD SOLUTION WITH 1.5% DEXTROSE AND 2.5MEQ/L CALCIUM","BAXTER CORPORATION","DIANEAL PD4 CAPD SOLUTION WITH 1.5% DEXTROSE AND 2.5MEQ/L CALCIUM","SODIUM LACTATE; DEXTROSE; MAGNESIUM CHLORIDE; CALCIUM CHLORIDE; SODIUM CHLORIDE","448MG; 1.5G; 5.08MG; 18.3MG; 538MG","3L Twinbag",DIALYSIS,Discontinued,SOLUTION,B05ZA,"HEMODIALYTICS AND HEMOFILTRATES",2020-02-07,2020-02-07,"Business reasons",2019-08-12,2020-02-08,No
91392,00865109,Discontinuation,"DIANEAL PD4 CAPD SOLUTION WITH 2.5% DEXTROSE AND 2.5MEQ/L CALCIUM","BAXTER CORPORATION","DIANEAL PD4 CAPD SOLUTION WITH 2.5% DEXTROSE AND 2.5MEQ/L CALCIUM","SODIUM LACTATE; DEXTROSE; MAGNESIUM CHLORIDE; CALCIUM CHLORIDE; SODIUM CHLORIDE","448MG; 2.5G; 5.08MG; 18.3MG; 538MG","3L Twinbag (JB9423)",DIALYSIS,Discontinued,SOLUTION,B05ZA,"HEMODIALYTICS AND HEMOFILTRATES",2020-03-31,2020-03-31,"Business reasons",2019-08-12,2020-04-01,No
9600,00434388,Discontinuation,"DIAZEPAM 10TAB 10MG","PRO DOC LIMITEE",DIAZEPAM,DIAZEPAM,10MG,100,ORAL,Discontinued,TABLET,N05BA,ANXIOLYTICS,2017-07-26,2017-07-31,"Business reasons",2017-05-08,2017-07-27,No
9484,00313580,Discontinuation,"DIAZEPAM 5 TAB","PRO DOC LIMITEE",DIAZEPAM,DIAZEPAM,5MG,100,ORAL,Discontinued,TABLET,N05BA,ANXIOLYTICS,2017-05-05,,"Business reasons",2017-05-08,2017-05-08,No
143070,02224119,Discontinuation,DICLOFENAC-SR,"PRO DOC LIMITEE",DICLOFENAC-SR,"DICLOFENAC SODIUM",75MG,100,"ORAL; ORAL",Discontinued,"TABLET (EXTENDED-RELEASE)",M01AB,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",2021-07-27,,"Business reasons",2021-07-27,2021-08-12,No
143073,02224127,Discontinuation,DICLOFENAC-SR,"PRO DOC LIMITEE",DICLOFENAC-SR,"DICLOFENAC SODIUM",100MG,100,"ORAL; ORAL",Discontinued,"TABLET (EXTENDED-RELEASE)",M01AB,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",2021-07-27,,"Business reasons",2021-07-27,2021-08-12,No
108364,02039486,Discontinuation,DIFLUNISAL,"AA PHARMA INC",Diflunisal,DIFLUNISAL,250MG,100BTL,ORAL,Discontinued,TABLET,N02BA,"OTHER ANALGESICS AND ANTIPYRETICS",2020-03-10,,"Business reasons",2020-03-10,2020-03-11,No
108367,02039494,Discontinuation,DIFLUNISAL,"AA PHARMA INC",DIFLUNISAL,DIFLUNISAL,500MG,100BTL,ORAL,Discontinued,TABLET,N02BA,"OTHER ANALGESICS AND ANTIPYRETICS",2020-03-10,,"Business reasons",2020-03-10,2020-03-11,No
274800,00023450,Discontinuation,"DILANTIN-125 SUSPENSION","BGP PHARMA ULC",PHENYTOIN,PHENYTOIN,125MG,"250ML BT","ORAL; ORAL",Discontinued,SUSPENSION,N03AB,ANTIEPILEPTICS,2025-12-09,,"Business reasons",2025-12-19,2025-12-19,No
274803,00023442,Discontinuation,"DILANTIN-30 SUSPENSION","BGP PHARMA ULC",PHENYTOIN,PHENYTOIN,30MG,"5ML BT","ORAL; ORAL",Discontinued,SUSPENSION,N03AB,ANTIEPILEPTICS,2025-12-09,,"Business reasons",2025-12-19,2025-12-19,No
41479,00786535,Discontinuation,DILAUDID,"PURDUE PHARMA","hydromorphone hydrochloride","HYDROMORPHONE HYDROCHLORIDE",1MG,450ml,,Discontinued,,,,2018-03-01,2018-03-01,"Business reasons",2018-03-01,2018-03-02,No
2412,02400421,Discontinuation,"DILTIAZEM CD","SANIS HEALTH INC","DILTIAZEM CD CAPS","DILTIAZEM HYDROCHLORIDE",120MG,100,ORAL,Reversed,"CAPSULE (CONTROLLED-DELIVERY)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",2016-04-25,,"Manufacturing issues",2017-03-14,2017-07-31,No
2416,02400448,Discontinuation,"DILTIAZEM CD","SANIS HEALTH INC","DILTIAZEM CD CAPS","DILTIAZEM HYDROCHLORIDE",180MG,100,ORAL,Reversed,"CAPSULE (CONTROLLED-DELIVERY)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",2016-06-21,,"Manufacturing issues",2017-03-14,2017-07-31,No
